UnixTimestamp,Date(America/New_York),Time(America/New_York),ExternalTemp,SpConductivity_us,Pressure_abs,Turbidity,ODO,ODO_Sat,PH,PH_mV,Chlorophyll_ugL,Chlorophyll_RFU,BGA_PC_ugL,BGA_PC_RFU,BatteryVoltage,InternalHumidity,Latitude,Longitude,Column 1,Column 2
1720811700000,2024-12-07,03:15:00 54900000,15.76839,46690.9,15.84274,NAN,9.188712,111.4681,8.236366,-70.72224,0.9866254,0.2466563,NAN,NAN,13.42305,0,44.10991,-69.10593,,
1720812600000,2024-12-07,03:30:00 55800000,16.0442,46573.11,15.84819,NAN,9.153976,111.6127,8.239049,-70.94555,1.073979,0.2684949,NAN,NAN,13.41573,0,44.10991,-69.10593,,
1720813500000,2024-12-07,03:45:00 56700000,16.32483,46605.66,15.84517,NAN,9.190487,112.6823,8.241557,-71.15619,1.129838,0.2824595,NAN,NAN,13.41866,0,44.10991,-69.10593,,
1720814400000,2024-12-07,04:00:00 57600000,16.11042,19166.18,15.84612,NAN,9.249925,112.9463,8.257793,-72.0332,1.156134,0.2890334,NAN,NAN,13.42208,22,44.10991,-69.10593,,
1720815300000,2024-12-07,04:15:00 58500000,16.17459,46608.21,15.843,NAN,9.270148,113.3462,8.244356,-71.28117,1.172316,0.293079,NAN,NAN,13.4272,22,44.10991,-69.10596,,
1720816200000,2024-12-07,04:30:00 59400000,16.22146,46759.6,15.84124,NAN,9.352354,114.4854,8.251313,-71.68645,1.172268,0.293067,NAN,NAN,13.42476,22,44.10991,-69.10596,,
1720817100000,2024-12-07,04:45:00 60300000,15.45251,46733.32,15.84137,NAN,9.356711,112.8251,8.246177,-71.20704,1.448653,0.3621633,NAN,NAN,13.42647,22,44.10991,-69.10596,,
1720818000000,2024-12-07,05:00:00 61200000,15.63227,46733.71,12.67009,NAN,9.408706,113.8479,8.27433,-72.85942,1.491922,0.3729805,NAN,NAN,13.41402,22,44.10991,-69.10596,,
1720818900000,2024-12-07,05:15:00 62100000,15.18483,46788.3,15.83955,NAN,9.754678,117.02,8.272989,-72.67091,1.471312,0.3678279,NAN,NAN,13.42769,22,44.10993,-69.1059,,
1720819800000,2024-12-07,05:30:00 63000000,15.60106,46785.6,15.84152,NAN,9.578725,115.8608,8.257013,-71.86087,1.586343,0.3965857,NAN,NAN,13.42086,22,44.10993,-69.1059,,
1720820700000,2024-12-07,05:45:00 63900000,15.20883,46826.71,15.84073,NAN,9.615699,115.4286,8.263947,-72.16034,1.568223,0.3920556,NAN,NAN,13.42403,22,44.10993,-69.1059,,
1720821600000,2024-12-07,06:00:00 64800000,14.9962,46826,12.67275,NAN,9.65167,115.3582,8.289631,-73.5724,2.016708,0.504177,NAN,NAN,13.41255,22,44.10993,-69.1059,,
1720822500000,2024-12-07,06:15:00 65700000,15.01014,46849.15,15.84077,NAN,9.611212,114.926,8.265909,-72.22288,2.174039,0.5435098,NAN,NAN,13.42037,22,44.10997,-69.10588,,
1720823400000,2024-12-07,06:30:00 66600000,14.93097,46884.5,15.84313,NAN,9.657475,115.3105,8.272015,-72.55109,2.472752,0.618188,NAN,NAN,13.42622,22,44.10997,-69.10588,,
1720824300000,2024-12-07,06:45:00 67500000,14.9182,46892.33,15.84092,NAN,9.771447,116.6351,8.281778,-73.10458,2.443089,0.6107722,NAN,NAN,13.425,22,44.10997,-69.10588,,
1720825200000,2024-12-07,07:00:00 68400000,14.82046,46909.2,12.67199,NAN,9.699187,115.5624,8.294003,-73.7764,2.666703,0.6666757,NAN,NAN,13.42159,21,44.10997,-69.10588,,
1720826100000,2024-12-07,07:15:00 69300000,14.84916,46892.47,15.8448,NAN,9.650951,115.0489,8.271007,-72.47298,2.644526,0.6611316,NAN,NAN,13.39279,21,44.10981,-69.106,,
1720827000000,2024-12-07,07:30:00 70200000,14.93853,46904.51,15.84501,NAN,9.761188,116.5637,8.286894,-73.40103,3.053147,0.7632868,NAN,NAN,13.38011,21,44.10981,-69.106,,
1720827900000,2024-12-07,07:45:00 71100000,14.60536,46887.81,15.84799,NAN,9.809916,116.3573,8.283272,-73.11063,2.629615,0.6574038,NAN,NAN,13.34888,21,44.10981,-69.106,,
1720828800000,2024-12-07,08:00:00 72000000,14.49199,46887.16,12.67686,NAN,9.786213,115.8133,8.305502,-74.34779,2.779566,0.6948915,NAN,NAN,13.32791,21,44.10981,-69.106,,
1720829700000,2024-12-07,08:15:00 72900000,14.51318,46887.25,15.84956,NAN,9.739694,115.3156,8.279184,-72.85496,2.692584,0.673146,NAN,NAN,13.33425,21,44.10992,-69.1059,,
1720830600000,2024-12-07,08:30:00 73800000,14.25689,46893.34,15.85161,NAN,9.713575,114.3931,8.271774,-72.36728,3.558895,0.8897238,NAN,NAN,13.32351,21,44.10992,-69.1059,,
1720831500000,2024-12-07,08:45:00 74700000,14.25895,46922.97,15.85105,NAN,9.698139,114.2278,8.273246,-72.45102,3.362176,0.840544,NAN,NAN,13.30083,21,44.10992,-69.1059,,
1720832400000,2024-12-07,09:00:00 75600000,13.88263,46807.01,12.68129,NAN,9.599875,112.1526,8.285885,-73.07513,4.455365,1.113841,NAN,NAN,13.29424,21,44.10992,-69.1059,,
1720833300000,2024-12-07,09:15:00 76500000,13.93855,46817.63,15.85323,NAN,9.593234,112.2068,8.261722,-71.7159,4.721862,1.180465,NAN,NAN,13.29058,21,44.10994,-69.10593,,
1720834200000,2024-12-07,09:30:00 77400000,13.80621,46842.66,15.85412,NAN,9.575771,111.7077,8.259987,-71.58428,6.092748,1.523187,NAN,NAN,13.29156,21,44.10994,-69.10593,,
1720835100000,2024-12-07,09:45:00 78300000,14.17976,46794.82,15.85394,NAN,9.622545,113.1006,8.270289,-72.26374,3.952523,0.9881307,NAN,NAN,13.29741,21,44.10994,-69.10593,,
1720836000000,2024-12-07,10:00:00 79200000,14.42445,46750.27,12.68364,NAN,9.685372,114.3865,8.295432,-73.75656,7.319344,1.829836,NAN,NAN,13.27521,21,44.10994,-69.10593,,
1720836900000,2024-12-07,10:15:00 80100000,14.53923,46751.77,15.85734,NAN,9.567465,113.2585,8.268199,-72.23497,5.819901,1.454975,NAN,NAN,13.29082,21,44.10994,-69.10588,,
1720837800000,2024-12-07,10:30:00 81000000,14.8434,46742.43,15.85856,NAN,9.489546,113.0284,8.272391,-72.55013,5.099926,1.274981,NAN,NAN,13.28716,21,44.10994,-69.10588,,
1720838700000,2024-12-07,10:45:00 81900000,14.48543,46752.72,15.85979,NAN,9.337581,110.4116,8.24881,-71.1173,5.009542,1.252385,NAN,NAN,13.28741,21,44.10994,-69.10588,,
1720839600000,2024-12-07,11:00:00 82800000,14.96411,46652.83,12.68861,NAN,9.476873,113.1412,8.291208,-73.65397,3.512935,0.8782338,NAN,NAN,13.25178,22,44.10994,-69.10588,,
1720840500000,2024-12-07,11:15:00 83700000,14.95551,46708.87,15.86029,NAN,9.422071,112.4585,8.264244,-72.11361,3.33828,0.8345701,NAN,NAN,13.2652,22,44.10996,-69.10587,,
1720841400000,2024-12-07,11:30:00 84600000,14.78178,46716.53,15.85872,NAN,9.434885,112.2196,8.261283,-71.90147,3.656006,0.9140014,NAN,NAN,13.26813,22,44.10996,-69.10587,,
1720842300000,2024-12-07,11:45:00 85500000,14.69318,46728.55,15.85863,NAN,9.450057,112.2032,8.258963,-71.74719,4.432804,1.108201,NAN,NAN,13.2796,22,44.10996,-69.10587,,
1720843200000,2024-13-07,12:00:00 0,14.68316,46702.68,12.68629,NAN,9.411623,111.7197,8.276039,-72.71796,4.80638,1.201595,NAN,NAN,13.25642,22,44.10996,-69.10587,,
1720844100000,2024-13-07,12:15:00 900000,14.8176,46719.49,15.8566,NAN,9.397687,111.863,8.255657,-71.58964,4.186034,1.046509,NAN,NAN,13.26032,22,44.10993,-69.10587,,
1720845000000,2024-13-07,12:30:00 1800000,14.93699,46659.05,15.85678,NAN,9.266293,110.5388,8.24725,-71.14,5.029458,1.257365,NAN,NAN,13.27496,22,44.10993,-69.10587,,
1720845900000,2024-13-07,12:45:00 2700000,15.3298,46645.58,15.85793,NAN,9.218163,110.8305,8.249667,-71.37501,3.632862,0.9082154,NAN,NAN,13.27374,22,44.10993,-69.10587,,
1720846800000,2024-13-07,01:00:00 3600000,15.30636,46628.48,12.68759,NAN,9.197322,110.5246,8.268205,-72.42789,3.341589,0.8353972,NAN,NAN,13.2513,22,44.10993,-69.10587,,
1720847700000,2024-13-07,01:15:00 4500000,15.33608,46657.54,15.85771,NAN,9.140154,109.9139,8.243921,-71.04808,3.097674,0.7744186,NAN,NAN,13.25105,22,44.10994,-69.10591,,
1720848600000,2024-13-07,01:30:00 5400000,15.18428,46676.95,15.85655,NAN,9.097507,109.076,8.238441,-70.69788,3.34398,0.835995,NAN,NAN,13.2552,22,44.10994,-69.10591,,
1720849500000,2024-13-07,01:45:00 6300000,15.41383,46646.55,15.85439,NAN,9.095723,109.5437,8.239998,-70.8433,2.888894,0.7222235,NAN,NAN,13.27105,22,44.10994,-69.10591,,
1720850400000,2024-13-07,02:00:00 7200000,15.41731,46627.55,12.68155,NAN,9.099081,109.5935,8.262033,-72.1031,2.758723,0.6896807,NAN,NAN,13.2369,22,44.10994,-69.10591,,
1720851300000,2024-13-07,02:15:00 8100000,15.51402,46644.71,15.84847,NAN,9.073096,109.4886,8.237879,-70.74657,2.576991,0.6442477,NAN,NAN,13.25081,22,44.10989,-69.10592,,
1720852200000,2024-13-07,02:30:00 9000000,15.78244,46615.82,15.84929,NAN,9.067674,109.9919,8.239859,-70.92583,2.697471,0.6743678,NAN,NAN,13.24227,22,44.10989,-69.10592,,
1720853100000,2024-13-07,02:45:00 9900000,15.7872,46611.08,15.84858,NAN,9.029305,109.5344,8.238338,-70.83985,2.47498,0.6187451,NAN,NAN,13.26398,22,44.10989,-69.10592,,
1720854000000,2024-13-07,03:00:00 10800000,15.90818,46598.42,12.6761,NAN,9.047417,110.0216,8.261132,-72.17417,2.125195,0.5312988,NAN,NAN,13.23031,22,44.10989,-69.10592,,
1720854900000,2024-13-07,03:15:00 11700000,15.96856,46606.89,15.84698,NAN,9.033121,109.9811,8.240022,-70.98074,2.155905,0.5389763,NAN,NAN,13.26252,22,44.10992,-69.10589,,
1720855800000,2024-13-07,03:30:00 12600000,15.9554,46611.06,15.84772,NAN,9.024122,109.8428,8.238842,-70.90999,2.075912,0.5189781,NAN,NAN,13.26032,22,44.10992,-69.10589,,
1720856700000,2024-13-07,03:45:00 13500000,15.90034,46613.6,15.84928,NAN,9.00548,109.4982,8.236124,-70.74096,2.313869,0.5784673,NAN,NAN,13.24105,22,44.10992,-69.10589,,
1720857600000,2024-13-07,04:00:00 14400000,15.93617,46601.98,12.68159,NAN,8.993272,109.428,8.259067,-72.06265,2.063876,0.5159689,NAN,NAN,13.22397,22,44.10992,-69.10589,,
1720858500000,2024-13-07,04:15:00 15300000,15.89606,46605.6,15.85012,NAN,8.95868,108.9196,8.23384,-70.60917,2.460749,0.6151872,NAN,NAN,13.25886,22,44.1099,-69.10588,,
1720859400000,2024-13-07,04:30:00 16200000,15.93729,46600.41,15.85235,NAN,8.978789,109.2523,8.234994,-70.68539,2.233935,0.5584838,NAN,NAN,13.25886,22,44.1099,-69.10588,,
1720860300000,2024-13-07,04:45:00 17100000,NAN,46600.41,15.85235,NAN,8.978789,109.2523,8.234994,-70.68539,2.233935,0.5584838,NAN,NAN,13.25837,22,44.1099,-69.10588,,
1720861200000,2024-13-07,05:00:00 18000000,15.85486,15889.63,15.85349,NAN,8.963241,108.8885,8.251361,-71.60168,2.737311,0.6843278,NAN,NAN,13.23617,22,44.1099,-69.10588,,
1720862100000,2024-13-07,05:15:00 18900000,15.97359,46608.29,15.85608,NAN,8.943947,108.9036,8.233173,-70.58994,2.738004,0.6845011,NAN,NAN,13.25276,22,44.1099,-69.10593,,
1720863000000,2024-13-07,05:30:00 19800000,15.947,46604.75,15.85447,NAN,8.952826,108.9612,8.233296,-70.59058,2.716597,0.6791492,NAN,NAN,13.26081,22,44.1099,-69.10593,,
1720863900000,2024-13-07,05:45:00 20700000,15.93699,46606.8,15.85265,NAN,8.949523,108.892,8.232813,-70.56046,2.157445,0.5393612,NAN,NAN,13.26471,22,44.1099,-69.10593,,
1720864800000,2024-13-07,06:00:00 21600000,15.9248,46611.63,12.68376,NAN,8.904578,108.3233,8.248521,-71.45631,1.828955,0.4572387,NAN,NAN,13.28131,22,44.1099,-69.10593,,
1720865700000,2024-13-07,06:15:00 22500000,15.86771,46608.2,15.85651,NAN,8.912546,108.2913,8.227565,-70.24344,2.048653,0.5121633,NAN,NAN,13.30668,22,44.10992,-69.10591,,
1720866600000,2024-13-07,06:30:00 23400000,15.87007,46623.46,15.85773,NAN,8.892871,108.0704,8.224127,-70.04704,2.055814,0.5139534,NAN,NAN,13.30717,22,44.10992,-69.10591,,
1720867500000,2024-13-07,06:45:00 24300000,15.90802,46618.61,15.85699,NAN,8.870309,107.8764,8.221074,-69.88168,2.072025,0.5180061,NAN,NAN,13.30156,22,44.10992,-69.10591,,
1720868400000,2024-13-07,07:00:00 25200000,15.90925,17474.73,15.85443,NAN,8.852294,107.6554,8.238491,-70.87884,2.120707,0.5301768,NAN,NAN,13.31351,22,44.10992,-69.10591,,
1720869300000,2024-13-07,07:15:00 26100000,15.78338,46639.04,15.85862,NAN,8.875087,107.6803,8.22039,-69.81229,2.324583,0.5811458,NAN,NAN,13.33693,22,44.10991,-69.10593,,
1720870200000,2024-13-07,07:30:00 27000000,15.59528,46625.18,15.85824,NAN,8.886918,107.4087,8.220927,-69.7983,2.349446,0.5873615,NAN,NAN,13.34449,22,44.10991,-69.10593,,
1720871100000,2024-13-07,07:45:00 27900000,15.41829,46647.15,15.85817,NAN,8.850408,106.5988,8.215136,-69.42442,2.721773,0.6804432,NAN,NAN,13.32961,22,44.10991,-69.10593,,
1720872000000,2024-13-07,08:00:00 28800000,15.26561,22566.93,15.86195,NAN,8.948049,107.4557,8.240548,-70.83835,2.891784,0.7229459,NAN,NAN,13.33181,22,44.10991,-69.10593,,
1720872900000,2024-13-07,08:15:00 29700000,15.27527,46684.73,15.8592,NAN,8.925054,107.212,8.222395,-69.80412,2.962934,0.7407334,NAN,NAN,13.36108,22,44.10987,-69.10591,,
1720873800000,2024-13-07,08:30:00 30600000,15.24781,46702.9,15.85833,NAN,9.126988,109.5802,8.233524,-70.43289,2.347685,0.5869212,NAN,NAN,13.38889,22,44.10987,-69.10591,,
1720874700000,2024-13-07,08:45:00 31500000,15.19705,46700.63,15.85811,NAN,9.146496,109.706,8.233666,-70.42872,2.558855,0.6397137,NAN,NAN,13.38645,22,44.10987,-69.10591,,
1720875600000,2024-13-07,09:00:00 32400000,15.19234,46706.98,12.68727,NAN,9.13657,109.5796,8.254134,-71.59578,2.578649,0.6446623,NAN,NAN,13.39231,22,44.10987,-69.10591,,
1720876500000,2024-13-07,09:15:00 33300000,15.17318,46705.65,15.85495,NAN,9.097467,109.0573,8.230344,-70.23322,2.400069,0.6000174,NAN,NAN,13.45208,22,44.10994,-69.10592,,
1720877400000,2024-13-07,09:30:00 34200000,14.54985,46781,15.85223,NAN,9.102436,107.7913,8.224233,-69.73315,2.273097,0.5682743,NAN,NAN,13.53112,22,44.10994,-69.10592,,
1720878300000,2024-13-07,09:45:00 35100000,14.61624,46767.85,15.84955,NAN,9.041492,107.2063,8.22293,-69.67521,2.293021,0.5732552,NAN,NAN,13.47257,22,44.10994,-69.10592,,
1720879200000,2024-13-07,10:00:00 36000000,14.68198,16330.54,15.84909,NAN,8.932061,106.0544,8.232588,-70.24117,2.281981,0.5704952,NAN,NAN,13.4916,21,44.10994,-69.10592,,
1720880100000,2024-13-07,10:15:00 36900000,14.50249,46795.07,15.84848,NAN,8.834579,104.527,8.209377,-68.87576,1.900614,0.4751536,NAN,NAN,13.54698,21,44.10996,-69.10585,,
1720881000000,2024-13-07,10:30:00 37800000,14.46112,46811.06,15.84945,NAN,8.883424,105.0206,8.209977,-68.90042,2.169094,0.5422735,NAN,NAN,13.48526,21,44.10996,-69.10585,,
1720881900000,2024-13-07,10:45:00 38700000,14.50187,46821.47,15.84794,NAN,8.93856,105.7673,8.213474,-69.10875,1.743291,0.4358227,NAN,NAN,13.46769,21,44.10996,-69.10585,,
1720882800000,2024-13-07,11:00:00 39600000,14.67802,21255.86,15.84641,NAN,9.048197,107.4428,8.238702,-70.58807,1.344723,0.3361808,NAN,NAN,13.41963,21,44.10996,-69.10585,,
1720883700000,2024-13-07,11:15:00 40500000,14.99138,46764.29,15.84735,NAN,9.004064,107.5734,8.216276,-69.38625,2.073768,0.518442,NAN,NAN,13.4106,21,44.10995,-69.10589,,
1720884600000,2024-13-07,11:30:00 41400000,15.31309,46713.99,15.84259,NAN,8.849012,106.3853,8.20923,-69.06162,4.055866,1.013967,NAN,NAN,13.40377,21,44.10995,-69.10589,,
1720885500000,2024-13-07,11:45:00 42300000,15.49155,46733.97,15.84383,NAN,9.126,110.1295,8.223764,-69.93477,2.046754,0.5116884,NAN,NAN,13.41036,21,44.10995,-69.10589,,
1720886400000,2024-13-07,12:00:00 43200000,15.47461,46706.18,12.67515,NAN,9.122858,110.0294,8.244219,-71.09972,2.558615,0.6396539,NAN,NAN,13.40109,22,44.10995,-69.10589,,
1720887300000,2024-13-07,12:15:00 44100000,15.63275,46736.58,15.84363,NAN,8.991818,108.8078,8.207769,-69.05431,1.406791,0.3516977,NAN,NAN,13.4084,22,44.10995,-69.10591,,
1720888200000,2024-13-07,12:30:00 45000000,15.73176,46724.27,15.84084,NAN,9.106883,110.4126,8.218884,-69.71377,2.489961,0.6224903,NAN,NAN,13.40475,22,44.10995,-69.10591,,
1720889100000,2024-13-07,12:45:00 45900000,15.39629,46767.57,15.83907,NAN,9.05957,109.1298,8.210696,-69.16494,1.234904,0.308726,NAN,NAN,13.40182,22,44.10995,-69.10591,,
1720890000000,2024-13-07,01:00:00 46800000,15.35606,46762.7,12.6701,NAN,8.989633,108.2014,8.226956,-70.08395,1.362032,0.340508,NAN,NAN,13.40353,22,44.10995,-69.10591,,
1720890900000,2024-13-07,01:15:00 47700000,15.78935,46739.96,15.83325,NAN,9.044731,109.7963,8.214258,-69.46274,1.198165,0.2995412,NAN,NAN,13.39987,22,44.1099,-69.10583,,
1720891800000,2024-13-07,01:30:00 48600000,16.0199,46694.66,15.82728,NAN,9.100227,110.9551,8.220215,-69.85952,1.418805,0.3547012,NAN,NAN,13.40767,22,44.1099,-69.10583,,
1720892700000,2024-13-07,01:45:00 49500000,16.13515,46703.18,15.82331,NAN,9.118218,111.4285,8.220443,-69.90036,1.2158,0.3039499,NAN,NAN,13.4106,22,44.1099,-69.10583,,
1720893600000,2024-13-07,02:00:00 50400000,16.21063,46699.85,12.65564,NAN,9.138056,111.8375,8.241504,-71.12507,1.232701,0.3081753,NAN,NAN,13.40231,22,44.1099,-69.10583,,
1720894500000,2024-13-07,02:15:00 51300000,16.14162,46704.39,15.82053,NAN,9.156815,111.915,8.223055,-70.05165,1.63496,0.40874,NAN,NAN,13.40938,22,44.10987,-69.10594,,
1720895400000,2024-13-07,02:30:00 52200000,16.16552,46695.08,15.82031,NAN,9.197341,112.4619,8.226871,-70.27627,2.130427,0.5326068,NAN,NAN,13.40792,22,44.10987,-69.10594,,
1720896300000,2024-13-07,02:45:00 53100000,16.21421,46714.76,15.81823,NAN,9.203503,112.6602,8.226319,-70.25612,2.035729,0.5089324,NAN,NAN,13.40889,22,44.10987,-69.10594,,
1720897200000,2024-13-07,03:00:00 54000000,16.19721,46715.98,12.65268,NAN,9.242817,113.0958,8.251707,-71.70634,1.819864,0.454966,NAN,NAN,13.3906,22,44.10987,-69.10594,,
1720898100000,2024-13-07,03:15:00 54900000,16.41338,46706.82,15.81406,NAN,9.191883,112.9619,8.224252,-70.1863,1.64174,0.4104351,NAN,NAN,13.40963,22,44.10999,-69.10589,,
1720899000000,2024-13-07,03:30:00 55800000,16.25211,46707.7,15.80935,NAN,9.210482,112.8211,8.225694,-70.22994,1.339136,0.3347839,NAN,NAN,13.4084,22,44.10999,-69.10589,,
1720899900000,2024-13-07,03:45:00 56700000,16.62196,46677.77,15.80654,NAN,9.195108,113.45,8.224604,-70.25744,1.691145,0.4227861,NAN,NAN,13.40157,22,44.10999,-69.10589,,
1720900800000,2024-13-07,04:00:00 57600000,16.42206,46691.31,12.64956,NAN,9.245077,113.6207,8.249276,-71.62307,1.677647,0.4194117,NAN,NAN,13.40255,22,44.10999,-69.10589,,
1720901700000,2024-13-07,04:15:00 58500000,16.36256,46711.07,15.80765,NAN,9.287961,114.0219,8.232047,-70.62048,2.248492,0.5621231,NAN,NAN,13.40938,22,44.10987,-69.10593,,
1720902600000,2024-13-07,04:30:00 59400000,16.42818,46698.99,15.80368,NAN,9.311449,114.4444,8.23454,-70.77942,2.13337,0.5333424,NAN,NAN,13.40987,22,44.10987,-69.10593,,
1720903500000,2024-13-07,04:45:00 60300000,16.40843,46706.18,15.7987,NAN,9.36517,115.0745,8.237011,-70.91648,2.274619,0.5686548,NAN,NAN,13.3984,22,44.10987,-69.10593,,
1720904400000,2024-13-07,05:00:00 61200000,16.78604,46687.58,12.63898,NAN,9.465647,117.166,8.265369,-72.63655,2.305529,0.5763822,NAN,NAN,13.42061,22,44.10987,-69.10593,,
1720905300000,2024-13-07,05:15:00 62100000,16.76876,46698.11,15.79869,NAN,9.440706,116.8226,8.24381,-71.39466,2.859462,0.7148655,NAN,NAN,13.42769,22,44.10991,-69.1059,,
1720906200000,2024-13-07,05:30:00 63000000,16.5273,46731.32,15.79511,NAN,9.482821,116.8032,8.245503,-71.43211,2.608767,0.6521917,NAN,NAN,13.44745,22,44.10991,-69.1059,,
1720907100000,2024-13-07,05:45:00 63900000,16.46491,46713.97,15.80494,NAN,9.491702,116.7657,8.248059,-71.56372,2.941522,0.7353805,NAN,NAN,13.36669,22,44.10991,-69.1059,,
1720908000000,2024-13-07,06:00:00 64800000,16.39617,15410.21,15.80379,NAN,9.520988,116.9614,8.267886,-72.68314,3.126477,0.7816191,NAN,NAN,13.34059,22,44.10991,-69.1059,,
1720908900000,2024-13-07,06:15:00 65700000,16.30788,46734.05,15.80105,NAN,9.557604,117.2191,8.254592,-71.89912,3.316182,0.8290455,NAN,NAN,13.344,22,44.10997,-69.10588,,
1720909800000,2024-13-07,06:30:00 66600000,15.96379,46734.85,15.80168,NAN,9.580119,116.6935,8.256425,-71.9185,3.505528,0.8763821,NAN,NAN,13.33913,22,44.10997,-69.10588,,
1720910700000,2024-13-07,06:45:00 67500000,16.17809,46734.29,15.80796,NAN,9.650769,118.0621,8.261997,-72.29113,3.448907,0.8622267,NAN,NAN,13.33888,22,44.10997,-69.10588,,
1720911600000,2024-13-07,07:00:00 68400000,16.00014,46696.96,12.64432,NAN,9.594784,116.927,8.280829,-73.32513,2.922742,0.7306855,NAN,NAN,13.37206,22,44.10997,-69.10588,,
1720912500000,2024-13-07,07:15:00 69300000,15.93932,46723.13,15.80993,NAN,9.609254,116.9872,8.261016,-72.17532,3.313532,0.8283829,NAN,NAN,13.36132,22,44.10999,-69.10589,,
1720913400000,2024-13-07,07:30:00 70200000,15.96989,46745.37,15.81335,NAN,9.6265,117.2715,8.262287,-72.25517,3.275792,0.8189479,NAN,NAN,13.34693,22,44.10999,-69.10589,,
1720914300000,2024-13-07,07:45:00 71100000,15.51234,46733.74,15.81932,NAN,9.588639,115.7581,8.255488,-71.75289,3.368773,0.8421934,NAN,NAN,13.31278,22,44.10999,-69.10589,,
1720915200000,2024-13-07,08:00:00 72000000,15.5341,16531.73,15.81295,NAN,9.577163,115.6804,8.271934,-72.69694,3.332961,0.8332402,NAN,NAN,13.30278,22,44.10999,-69.10589,,
1720916100000,2024-13-07,08:15:00 72900000,15.66113,46757.52,15.81288,NAN,9.638488,116.7118,8.257668,-71.91433,3.975287,0.9938217,NAN,NAN,13.31059,22,44.10994,-69.1059,,
1720917000000,2024-13-07,08:30:00 73800000,15.69026,46726.39,15.80983,NAN,9.605411,116.3704,8.259727,-72.03939,3.534417,0.8836043,NAN,NAN,13.30253,22,44.10994,-69.1059,,
1720917900000,2024-13-07,08:45:00 74700000,15.62122,46708.63,15.80468,NAN,9.598042,116.1064,8.26017,-72.04755,3.482162,0.8705404,NAN,NAN,13.29863,22,44.10994,-69.1059,,
1720918800000,2024-13-07,09:00:00 75600000,15.64954,19125.02,15.80196,NAN,9.602461,116.2337,8.27682,-73.00657,3.56258,0.8906449,NAN,NAN,13.27545,22,44.10994,-69.1059,,
1720919700000,2024-13-07,09:15:00 76500000,15.56344,46715.78,15.79654,NAN,9.587481,115.8457,8.258279,-71.92485,3.727097,0.9317741,NAN,NAN,13.29009,22,44.10993,-69.1059,,
1720920600000,2024-13-07,09:30:00 77400000,15.49995,46707.99,15.7957,NAN,9.587751,115.7015,8.257936,-71.88966,3.678528,0.919632,NAN,NAN,13.27618,22,44.10993,-69.1059,,
1720921500000,2024-13-07,09:45:00 78300000,15.37768,46746.63,15.79622,NAN,9.576067,115.2915,8.255769,-71.73518,4.270778,1.067694,NAN,NAN,13.28448,22,44.10993,-69.1059,,
1720922400000,2024-13-07,10:00:00 79200000,15.3236,18283.91,15.79734,NAN,9.573302,115.129,8.27344,-72.73118,4.185957,1.046489,NAN,NAN,13.25373,22,44.10993,-69.1059,,
1720923300000,2024-13-07,10:15:00 80100000,17.41961,46710.55,15.79387,NAN,9.510999,119.1877,8.280178,-73.6475,2.825067,0.7062667,NAN,NAN,13.27911,22,44.10994,-69.10591,,
1720924200000,2024-13-07,10:30:00 81000000,16.93003,46685.75,15.79481,NAN,9.50186,117.936,8.266957,-72.76385,2.736995,0.6842487,NAN,NAN,13.2796,22,44.10994,-69.10591,,
1720925100000,2024-13-07,10:45:00 81900000,17.74693,46630.78,15.79663,NAN,9.406135,118.5824,8.265697,-72.89698,2.77685,0.6942125,NAN,NAN,13.28009,22,44.10994,-69.10591,,
1720926000000,2024-13-07,11:00:00 82800000,18.37198,14539.77,15.80294,NAN,9.233823,117.7911,8.264591,-72.98895,2.908749,0.7271872,NAN,NAN,13.25618,22,44.10994,-69.10591,,
1720926900000,2024-13-07,11:15:00 83700000,18.76364,46525.8,15.80254,NAN,9.030333,116.027,8.240694,-71.70709,2.754744,0.6886859,NAN,NAN,13.26325,22,44.10995,-69.10593,,
1720927800000,2024-13-07,11:30:00 84600000,19.35323,46550.68,15.80147,NAN,8.88608,115.4408,8.243513,-72.01369,2.585081,0.6462702,NAN,NAN,13.27863,22,44.10995,-69.10593,,
1720928700000,2024-13-07,11:45:00 85500000,19.51503,46520.98,15.80366,NAN,8.851467,115.3269,8.244543,-72.11359,3.043295,0.7608238,NAN,NAN,13.27472,22,44.10995,-69.10593,,
1720929600000,2024-14-07,12:00:00 0,19.4885,14684.79,15.8002,NAN,8.836221,115.071,8.262021,-73.11974,3.012942,0.7532355,NAN,NAN,13.25252,22,44.10995,-69.10593,,
1720930500000,2024-14-07,12:15:00 900000,19.34761,46543.2,15.79834,NAN,8.855992,115.0422,8.241364,-71.88794,3.231849,0.8079622,NAN,NAN,13.27178,22,44.10994,-69.10589,,
1720931400000,2024-14-07,12:30:00 1800000,19.29424,46524.34,15.79581,NAN,8.84434,114.7695,8.238997,-71.73837,2.59295,0.6482375,NAN,NAN,13.2691,22,44.10994,-69.10589,,
1720932300000,2024-14-07,12:45:00 2700000,19.23245,46539.68,15.79422,NAN,8.855406,114.7809,8.237237,-71.62094,2.617095,0.6542738,NAN,NAN,13.26862,22,44.10994,-69.10589,,
1720933200000,2024-14-07,01:00:00 3600000,19.14154,46528.34,12.63364,NAN,8.862791,114.6837,8.257685,-72.78195,2.746042,0.6865104,NAN,NAN,13.23544,22,44.10994,-69.10589,,
