TIMESTAMP_ISO,External_Temp,Conductivity_us,SpConductivity_us,Salinity,Chlorophyll_ugL,Chlorophyll_RFU,BGA_PE_RFU,BGA_PE_ugL,Lat,Long,ODO_Sat,Depth
2025-05-02T14:00:00,6.061185,30760.9,48194.29,30.89928,1.302109,0.3255272,0.3578901,1.002092,-68,44,4,1
2025-05-02T15:00:00,6.135846,30790.51,48133.13,30.86417,0.9615601,0.24039,0.07192262,0.2013833,-68,44,4,1
2025-05-02T16:00:00,6.158646,30838.52,48175.39,30.89663,1.528669,0.3821673,0.7485603,2.095969,-68,44,4,1
2025-05-02T17:00:00,6.076603,30828.97,48278.66,30.96081,1.164023,0.2910057,0.5647151,1.581202,-68,44,4,1
2025-05-02T18:00:00,6.105339,30814.33,48214.29,30.91835,2.373305,0.5933262,0.75592,2.116576,-68,44,4,1
2025-05-02T19:00:00,6.081761,30773.81,48184.85,30.89487,2.272505,0.5681263,1.103642,3.090197,-68,44,4,1
2025-05-02T20:00:00,6.140377,30824.3,48179.45,30.89751,3.842401,0.9606003,0.3263363,0.9137417,-68,44,4,1
2025-05-02T21:00:00,6.143692,30788.13,48118.14,30.8544,2.473994,0.6184984,1.830099,5.124278,-68,44,4,1
2025-05-02T22:00:00,6.113483,30801.03,48181.75,30.89618,2.834042,0.7085105,1.095189,3.066529,-68,44,4,1
2025-05-02T23:00:00,6.125956,30820.83,48194.76,30.90677,1.919034,0.4797586,1.32742,3.716776,-68,44,4,1
2025-05-03T00:00:00,6.122644,30861.47,48263.09,30.95487,3.102632,0.775658,1.734454,4.856471,-68,44,4,1
2025-05-03T01:00:00,6.057207,30808.58,48274.74,30.95587,2.555021,0.6387551,1.925686,5.39192,-68,44,4,1
2025-05-03T02:00:00,6.08534,30775.01,48181.56,30.89294,1.741761,0.4354404,0.9222699,2.582356,-68,44,4,1
2025-05-03T03:00:00,6.089724,30808.72,48228.02,30.92635,2.266577,0.5666443,1.459125,4.08555,-68,44,4,1
2025-05-03T04:00:00,6.057119,30785.83,48239.21,30.93068,1.794243,0.4485608,1.138269,3.187154,-68,44,4,1
2025-05-03T05:00:00,6.023666,30752.56,48235.37,30.92423,2.152285,0.5380713,1.535486,4.299361,-68,44,4,1
2025-05-03T06:00:00,6.033461,30749.43,48216.31,30.91182,1.012598,0.2531494,0.863902,2.418926,-68,44,4,1
2025-05-03T07:00:00,6.046847,30757.25,48209.24,30.90829,1.271698,0.3179246,0.7236103,2.026109,-68,44,4,1
2025-05-03T08:00:00,6.107038,30797.38,48185.32,30.898,1.161328,0.290332,0.6849384,1.917828,-68,44,4,1
2025-05-03T09:00:00,6.131967,30760.34,48091.55,30.83426,2.018316,0.5045789,1.136835,3.183139,-68,44,4,1
2025-05-03T10:00:00,6.142007,30786.06,48117.33,30.85364,0.7981406,0.1995351,-0.1239924,-0.3471788,-68,44,4,1
